Data,Cliente,Endereco,OS Digital,Relato
04/09/2025,Daniela Cristina Sant' Ana Alves,"R. Vinícius de Morães, 34 - Vila Sao Joao, Caçapava - SP, 12281-280",https://app.auvo.com.br/informacoes/tarefa/d551dc5f-946d-4712-b3ff-c8439757443f?chave=yn3UUz5CvvxSKG9T4gJvLQ,Não foi possível instalar a correia pois ela é maior que a original não servindo na bicicleta. A correia original tem a medida aproximada de 98 cm. Tendo que a nova ter essa mesma aproximação.
04/09/2025,Maranata Parque Industrial,"R. Icatu, 170 - Conj. Res. Trinta e Um de Marco, São José dos Campos - SP, 12237-010",https://app.auvo.com.br/informacoes/tarefa/64ab3ff8-5271-49f0-af44-69d0f213b762?chave=jBZmCWtycyB4QKU-lcJyIw,"3 esteira tr6 pro as lonas estão danificados 

2 elípticos e35x

2 bikes B35x

2 mono Cross 

1 smith está com o parafuso da barra guiada solto

1 estação k1500 assento e dois rolos com a tapeçaria danificada 

2 aparelho de abdomen, um está com o encosto de cabeça danificado

2 espaldares 

1 banco regulável com encosto e assento com a tapeçaria danificada"
05/09/2025,SEST TAUBATE/SP - UNIDADE B - N 82,"Estrada Mun. Prof. Dr. José L. Cembranelli, 2230, Itaim, Taubaté - SP, 12081-810, Brasil",https://app.auvo.com.br/informacoes/tarefa/a0d29174-7262-4f68-81da-381a3bea3ada?chave=asd-0TKwi2c-zgB5w3xDTg,"Manutenção preventiva em todos os equipamentos.

Orçamento

Foi solicitado o orçamento de 8 estofados e 2 bancos de bicicleta com encaixe de parafuso triagular

Correia da bicicleta vertical EMBREEX 359 desfiou, necessário troca"
05/09/2025,Studio Jordana Jardim Alvorada,"Av. Cassiano Ricardo, 1378 - Jardim Alvorada, São José dos Campos - SP, 12240-540",https://app.auvo.com.br/informacoes/tarefa/98d38812-2f89-4d84-aacc-21b2c53d456d?chave=lkdzPTk6dQYACGoMmxhGZA,"Realizado manutenção preventiva em todos os equipamentos 
Foi realizado aperto da estrutura e banco do remo, faltando 3 parafusos.
Cadeira extensora/ flexora está quebrado ponto de limite do ajuste do encosto
Esteira TR8 pro está com o eixo traseiro fazendo barulho, necessário reparo"
05/09/2025,Condomínio Des Arts,"Av. Itália, 1000 - Jardim das Nações, Taubaté - SP, 12030-212 Condomínio Des Arts",https://app.auvo.com.br/informacoes/tarefa/84b8bc36-49f1-4b97-9f06-970ad5928a2d?chave=7g1KsIsuGwyI0mbuW7mpgA,"Manutenção preventiva em todos os equipamentos. 

Orçamento

Aguardando os dois suporte de garrafa das bicicletas movement."
05/09/2025,Allure,"R. Reginaldo Antônio Sandi, 231 - Esplanada Independência, Taubaté - SP",https://app.auvo.com.br/informacoes/tarefa/eed0fa76-6cde-4413-aa35-a5f7fa827e50?chave=LCEGz-VOTnoIitz9-VdaNw,"Manutenção preventiva em todos os equipamentos 

Orçamento 

Cabo danificado, somente o cabo da extensora está danificado"
05/09/2025,JARDIM TERRAS DO VALE ASSOCIACAO DOS ADQUIRENTES DE LOTES DO LOTEAMENTO RESIDENCIA,"Caçapava - SP, 12281-010, Brasil",https://app.auvo.com.br/informacoes/tarefa/a31c84e1-6633-4d3f-97ad-9893ff78660c?chave=4XCDe0SIvzVSFkCmIa6KwQ,"Manutenção preventiva em todos os equipamentos.

Orçamento

Cabo do led horizontal e do puxador alto estão danificados banco da bicicleta spin está danificado"
08/09/2025,ALVORADAS ARBOVILLE INCORPORADORA SPE LTDA,ESTRADA MUNICIPAL ABADE BIAGINO CHIEFFI 2.795 - ALVORADAS ARBOVILLE,https://app.auvo.com.br/informacoes/tarefa/41a23550-eae6-4a7c-9ec3-515b5dd85912?chave=xI1-o3ydlfrFeqOnZAHGQw,"Realizado verificação nas 3 bikes e todas estão funcionando o Painel normalmente.
Foi verificado em 1 bike ( da parede )que a correia está danificada, necessário substituição, não deu para identificar a numeração da correia, pois está só um pedaço inteiro.
Teste ok"
08/09/2025,SKY HOUSE CLUB,"Rua Professor Duílio Panziera, 101 - Altos do Esplanada, São José dos Campos - SP, 12246-015",https://app.auvo.com.br/informacoes/tarefa/be4a71a9-35d1-40ef-acfc-b49063d045a4?chave=nQfkaVe8yibr1VdgWrjWug,"Manutenção preventiva em todos os equipamentos.

Orçamento 

Alguns estofados estão danificados conforme as fotos anexadas"
08/09/2025,Magno José Toledo,"R. Heitor de Andrade, 773 - Jardim das Industrias, São José dos Campos - SP, 12241-000",https://app.auvo.com.br/informacoes/tarefa/d5a46668-4043-4546-9013-9213310b3ec7?chave=o17Pb5L53Ue6BbCSSw3Z8A,"Realizado teste na placa, motor de inclinação e motor, motor saiu fumaça, cliente autorizou para orçamento
Lona, deck, lubrificação ok"
09/09/2025,Celebration Life,"R. São Diego, 97 - Vila Lopes, Jacareí - SP, 12305-650",https://app.auvo.com.br/informacoes/tarefa/3698a991-89e4-4c3e-9a48-26cfecea2692?chave=DTrNqKDq8nIyyONFcUyNwg,"Foi verificado que a roda de inércia está fazendo barulho, rolamento danificado
Knob de seleção de altura do guidão está danificado."
09/09/2025,VIVANT URBANOVA,Avenida Armando Gomes de Almeida 155 	São José dos Campos 12244-347,https://app.auvo.com.br/informacoes/tarefa/3cb11cd8-e6ae-41fe-a485-16451583e5f2?chave=GabWDvEAi-pRWMriqxBzVA,"Manutenção preventiva em todos os equipamentos.
Articulações da esteira foram lubrificadas pois estava fazendo barulho.
Troca de pilha fornecida pelo condomínio.

Recomendo a utilização de algicida na agua do remo.

Orçamento.

Cabo da estação multi 2 está danificado - puxador alto para torre de peso."
09/09/2025,Blessed Condomínio ,"R. Jurema Viêira Medrado, 40 - Parque Res. Aquarius, São José dos Campos - SP, 12246-180",https://app.auvo.com.br/informacoes/tarefa/f0c82f4d-51f5-4f7b-8fc2-3d00ef1c35e0?chave=OeeThueBv-wVqEc-wUM42A,"Realizado manutenção preventiva em todos os equipamentos 
1 Estação de musculação está com o cabo danificado 
1 bicicleta está com erro E-2
Não foi possível instalar roda de inércia, falta 1 porca
Teste ok"
09/09/2025,Angelus,"R. dos Piquiroes, 160 - Parque Res. Aquarius, São José dos Campos - SP, 12246-020",https://app.auvo.com.br/informacoes/tarefa/62637228-211e-4df7-a8cd-2e569b2a3029?chave=uVuCHAaCC7Ww8eDjjDK56w,"Manutenção preventiva em todos os equipamentos.

Orçamento 
Cabo da estação danificada"
09/09/2025,Solar do Barão,"Rua Barão de Jacareí, Jacareí - SP, 12308-001, Brasil - 01 - 01",https://app.auvo.com.br/informacoes/tarefa/608f806a-ed29-4774-96f9-28745b8f2eb5?chave=nXyS-qdUn-XXmeWdhcZNzg,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação Fender fitness, está com espaçador do Peck deck danificado (esquerdo e direito está com o tudo danificado) e com o cabo danificado 
Elíptico athletic advanced 330E está com as pilhas AA esgotada do painel 
Bicicleta horizontal athletic advanced 370BH está sem trava pés e com as pilhas AA do painel esgotada
Teste ok"
10/09/2025,Residencial Garden Family Club,Residencial Garden Family Club,https://app.auvo.com.br/informacoes/tarefa/94969186-b1d0-42d8-bc79-b96ca873ad89?chave=RL2ua-0W9n3J5SToH81GHA,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação Macsport está com o pino seletor danificado, torto e travado, necessário reparo.
1 bicicleta gurik fazendo barulho ao pedalar, aparentemente é o controle de carga pegando na roda de inércia, não deu para tirar o pedal, necessário um saca parafusos.
Teste ok"
10/09/2025,Parque Jaguaripe,Parque Jaguaripe,https://app.auvo.com.br/informacoes/tarefa/179a33d9-1f16-4921-8403-9ee64594861c?chave=90o9asiEp-5Kdwvw4aLJow,"Realizado manutenção preventiva em todos os equipamentos 
Bicicleta speedo B35x está com o seletor de carga danificado, necessário troca.
Morador relatou do banco da bicicleta, que é desconfortável
Teste ok"
11/09/2025,Home & Club Villa Branca,"Av. das Letras, 1099 - Lot. Villa Branca, Jacareí - SP, 12301-000",https://app.auvo.com.br/informacoes/tarefa/bd69a488-7bfa-4e14-a394-6b1ede0e562f?chave=RTRAT1u7TLWml5xf8c5cGQ,"Esteira moviment LX 160
Foi verificado que lona, deck e correia estão danificados
Correia 813J8
Ajuste de lona e correia, estão corretos.
Teste ok"
11/09/2025,Maranata Parque Industrial,"R. Icatu, 170 - Conj. Res. Trinta e Um de Marco, São José dos Campos - SP, 12237-010",https://app.auvo.com.br/informacoes/tarefa/db2d9803-4147-4218-adfd-924727a1e06a?chave=YL-eGc1mllR4Eg13M6cPlA,"Realizado manutenção preventiva em todos os equipamentos 
2 bicicletas speedo B35x estão com pilhas vazando, necessário troca.
1 bicicleta speedo B35x está sem trava pés lado esquerdo e o par de pedal está quebrado as laterais, e também caixa da pilha correu o contato 
1 elíptico speedo E35x está com as pilhas AA sem carga.
Estofado e rolinho do puxador alto danificado 
Estofado do banco danificado 

Teste ok"
11/09/2025,Splendor Garden,"R. Emílio Marelo, 100 - Jardim das Industrias, São José dos Campos - SP, 12241-200",https://app.auvo.com.br/informacoes/tarefa/9b5d3014-ee1b-440c-9233-ac1912fd96e4?chave=DxMmBEUZMZMMaftcE8Gcdg,"Foi realizada a manutenção preventiva em todos os equipamentos.

Foi realizada a troca da lona da esteira tr8 pro numerada como 3.

Orçamento

Knob da bicicleta spinning está danificado"
11/09/2025,TANGARA,"Residencial Tangará Av. Livio Veneziani, 319 - Chácaras São José, São José dos Campos - SP, 12227-570",https://app.auvo.com.br/informacoes/tarefa/2946fa1d-55a5-48b1-ac21-f7745bf68637?chave=nziTq3vS-04gxOZhpQkCAA,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação speedo está com o cabo danificado 
Bicicleta horizontal speedo R35 está com a membrana do Painel danificado e sem trava pés
Teste ok"
11/09/2025,Spazio Campo das Violetas,"R. Iraci Gonçalves Ferreira, 50 - San Marino, São José dos Campos - SP, 12235-181",https://app.auvo.com.br/informacoes/tarefa/e909bc5a-bd7c-495c-b136-d539a292adcd?chave=A-5FF9eQw3DlklMkJy7P7w,"Manutenção preventiva em todos os equipamentos.

Orçamento 

Lona está danificada;
Cabo da estação está descascado;"
11/09/2025,JERIBA,"Estr. do Limoeiro, 595 - Jardim California, Jacareí - SP, 12335-360",https://app.auvo.com.br/informacoes/tarefa/ccb30e1b-9075-4b21-b3db-d9b2bce19fe2?chave=tUJ3yg77wMzTFf7xdKg0Bg,"Realizado a fixação do parafuso faltando, e feito o aperto dos outros parafusos.
Suporte das barras necessário solda, está faltando um tubo para soldar."
12/09/2025,Cintia Freitas Studio de pilates,"R. Canopus, 621 - Jardim Satélite, São José dos Campos - SP, 12230-460 - Piso Superior",https://app.auvo.com.br/informacoes/tarefa/da8a2de6-6a11-464a-a62c-35c4e2f469fe?chave=pIZp0NxFx7ZXkpm6mf5clw,"Reformer MardaM necessita a troca das rodinhas (2 pares) que estão danificados e preventiva para tirar a lubrificação realizada no trilho. 

Reformer Metal Life aperto e ajustes

Barrel aperto e ajustes"
12/09/2025,JARDIM TERRAS DO VALE ASSOCIACAO DOS ADQUIRENTES DE LOTES DO LOTEAMENTO RESIDENCIA,"Rua das Guaimbes, Caçapava - SP, Brasil",https://app.auvo.com.br/informacoes/tarefa/f1b58968-c5c0-4c46-aec1-6bf5c179ed70?chave=-fFBYOiupUv-bgEsX1-yfg,"Foi realizada a troca dos dois cabos solicitados.
Foi realizado o ajuste das duas bicicletas conforme o vídeo anexado.

Orçamento

Foi solicitado o orçamento de um suporte de garrafa para bike spin f9 Kikos"
12/09/2025,Condomínio Des Arts,"Av. Itália, 1000 - Jardim das Nações, Taubaté - SP, 12030-212 Condomínio Des Arts",https://app.auvo.com.br/informacoes/tarefa/88fc0d52-d59d-46f2-bd4c-0e54b5f2a466?chave=kTwBWGpGoLvMqoGVMyMivQ,"Foi instalado o banco, o suporte de garrafa e o knob

Orçamento
Ficou faltando um suporte de garrafa semelhante ao enviado"
15/09/2025,Kikos Loja SJC,Kikos Fitness Store Loja São José dos Campos: Equipamentos de Academia em São José dos Campos SP,https://app.auvo.com.br/informacoes/tarefa/e41daa7c-aeb7-47ac-8866-079b9c339baa?chave=lo-ydJF2p6SHGWPiDtitXg,"Realizado desmontagem 
Alguns riscos na estrutura e o banco danificado o estofado"
15/09/2025,ROYAL PALACE,"Avenida do Tubarão, 221, Parque Residencial Aquarius, São José dos Campos - SP, 12246-140, Brasil",https://app.auvo.com.br/informacoes/tarefa/b19cc61c-7058-43f8-b6ed-ec21d2ff0125?chave=aKo5Jvt9XRYsyc4oVWWyJg,"Realizado manutenção preventiva em todos os equipamentos 
Cross está com o cabo danificado 
Teste ok"
15/09/2025,JATHAY,"R. Bárbara Knippelberg Loureiro, 91 - Vila Ema, São José dos Campos - SP, 12243-040",https://app.auvo.com.br/informacoes/tarefa/4e573677-2cfc-4b0e-a623-1b0d3470bc84?chave=H7H2JkWNR0a-7prHbAa-Fw,0 a troca do fusível não adiantou e com isso foi retirada a placa para o orçamento
15/09/2025,CONDOMINIO GEMINI Royal Park,"Rua Jesus Garcia, 111 - Jardim Alvorada, São José dos Campos - SP, 12246-875",https://app.auvo.com.br/informacoes/tarefa/68e03132-daec-480d-aac1-6a929f4c0ac9?chave=8MP2W-vrXTxOOcBZrCnsYQ,"Realizado manutenção preventiva em todos os equipamentos 
1 esteira moviment LX160 G4 está com a correia danificada (813J88)
Bicicleta o`neal pro está com o eixo do pedal, rosca danificado não dando aperto a porca deixando o pedal com jogo.
Retirado a carenagem do elíptico.

Teste ok"
15/09/2025,Enjoy Aquarius,"Rua Jesus Garcia, 51 - Jardim Alvorada, São José dos Campos - SP, 12246-875",https://app.auvo.com.br/informacoes/tarefa/1461d533-6213-4513-9433-4893ec8cbf2a?chave=23LO-mwnFJh7sDJBdh6x3Q,"Realizado manutenção preventiva em todos os equipamentos 
Esteira Reebok SL8.0 está com a membrana do painel danificada.
Teste ok"
15/09/2025,RESIDENCIAL SERRA DO JAMBEIRO,"R. José Cobra, 401 - Parque Industrial, São José dos Campos - SP, 12237-821",https://app.auvo.com.br/informacoes/tarefa/30aa2d0d-884d-432a-81e5-f9a035b23698?chave=V52K8KmHUT9GQkW0QMrhMg,"Manutenção preventiva em todos os equipamentos.

Orçamento

Os dois knobs estão com a mola danificadas"
15/09/2025,SPAZIO CAMPO DI SAVOYA,"Rua Icatu, 390 Parque Industrial São José dos Campos-SP 12235-649",https://app.auvo.com.br/informacoes/tarefa/ad31bcea-4ab9-4c7e-bed1-79a34f0f931c?chave=EWEJUEhapqKtbG7lyHqnYA,"Manutenção preventiva em todos os equipamentos.

Orçamento.

Amortecedores da esteira está danificado total de quatro peças recomenda-se trocar os quatro pares. 
Condomínio aguardando a solicitação a peça da estação danificada"
16/09/2025,FLORADAS ARBOVILLE,"Estr. Mun. Abade Biagino Chieffi, 2655 - Pagador de Andrade, Jacareí - SP, 12334-480",https://app.auvo.com.br/informacoes/tarefa/992b9870-20bd-4c60-81aa-4f91cc04d7f6?chave=7DTEUDpGVfrV2h9miht0HQ,"Realizado manutenção preventiva em todos os equipamentos 
Cross over starke está com o cabo danificado ( lado esquerdo)
1 esteira speedo TR8 pro está com a lona danificada, necessário troca 
Teste ok"
16/09/2025,ALVORADAS ARBOVILLE INCORPORADORA SPE LTDA,ESTRADA MUNICIPAL ABADE BIAGINO CHIEFFI 2.795 - ALVORADAS ARBOVILLE,https://app.auvo.com.br/informacoes/tarefa/31fdd159-ff7a-4896-bec2-55bcc186f279?chave=Vr4cjkGoz2uLgwfXhcR2gA,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação Kikos Gx2i está com o cabo danificado 
1 esteira Kikos Ks4202i está sem motor
1 esteira Kikos ks4202i está dando erro 02, esperando para retirar o motor.
1 bicicleta Kikos Kv6.3i estourou a correia, não tem como identificar o modelo.
Teste ok"
16/09/2025,MARANATA VILA INDUSTRIAL,"Rua Jamil Cury, 101, Vila Industrial, São José dos Campos - SP, 12220-281, Brasil",https://app.auvo.com.br/informacoes/tarefa/77fae8d6-0c5b-4414-bb6d-8d78b4e4608c?chave=3Jeu6NSU2rAoFSvPXasjzg,"Manutenção preventiva em todos os equipamentos.

Orçamento 

Bicicleta vertical está sem o firma pé;
Fio do suporte de fusível está danificado, foi realizado a ligação direta para não deixar a esteira sem funcionar"
16/09/2025,LA VIE CLUB RESIDENCE,"R. Vinte e Um de Abril, 777 - Monte Castelo, São José dos Campos - SP, 12215-290",https://app.auvo.com.br/informacoes/tarefa/f29bc0b1-4320-43ad-ac82-21bb42865f31?chave=grPqfzpgMFMMrV4UFdm7RQ,"Manutenção preventiva em todos os equipamentos.

Orçamento 

Cabo da estação na parte do peso/puxador alto está começando a descascar.
Cabo da estação na parte do Peck está começando a descascar."
16/09/2025,Clube de Campo Santa Rita,"Avenida Loth Bagunha Maldos, Jardim do Golfe, São José dos Campos - SP, Brasil",https://app.auvo.com.br/informacoes/tarefa/5e814419-c59c-40ec-a63b-2d025da1f913?chave=Y79ZaEfYug9GXiAFpseCsA,"Realizado manutenção preventiva em todos os equipamentos 
Flexora/extensora cabo está danificado 
Professor não apontou nenhum estofado para reparo 
Teste ok"
16/09/2025,Residencial Garden Family Club,Residencial Garden Family Club,https://app.auvo.com.br/informacoes/tarefa/a3f04c82-4860-41b0-9797-2830920d7b5a?chave=ld-JrZ38h29s0-27HDDJcA,"Foi verificado que o pino da trava do supino está danificada (torta) impossibilitando seu funcionamento, necessário a substituição."
17/09/2025,Condomínio Vivendas Apollo,"R. Paulo Édson Blair, 65 - Jardim Apolo II, São José dos Campos - SP, 12243-100",https://app.auvo.com.br/informacoes/tarefa/60353ddc-4ddd-4a54-a345-7fe43109a51c?chave=-6E1gekoejqHvzBo-dQNiA,"Manutenção preventiva em todos os equipamentos

Orçamento

Banco do cross está rachado.
Knob danificado.

Tampas d"
17/09/2025,CRYSTAL PARK,"Av. do Cristal, 355 - Parque California, Jacareí - SP, 12311-210",https://app.auvo.com.br/informacoes/tarefa/ab6ed002-aaec-4902-a47a-14893150e6f5?chave=4MHjSbjMCL1d9y0WuuIoKg,"Realizado manutenção preventiva em todos os equipamentos 
Máquina de abdominal está com parte da estrutura danificado, necessário soldar 
Máquina flexora deitada está com o cabo danificado, estofado e 2 rolinhos está com o estofado danificado 
Cadeira flexora/extensora está com o cabo danificado 
Bicicleta horizontal speedo R55SG está sem trava pés lado direito 
Cadeira abdutora/ adutora está com 2 estofados danificados 
Teste ok"
17/09/2025,Tatiana Campos,"Alameda Menotti del Picchia, 611 - São José dos Campos, SP, 12244-541",https://app.auvo.com.br/informacoes/tarefa/dda1db7e-65d0-4c2a-b6ed-ab540b79ffc7?chave=lZxwp0ngPMzcLICuAeL9vw,"Manutenção preventiva em todos os equipamentos solicitados.

Ajuste do banco da bicicleta b55;
Ajuste do cabo do puxador alto;

Orçamento 
Knob da cadeira extensora flexora está torto e por isso está infuncional. Será necessário troca."
17/09/2025,CIS Garcia Centro Integrado de Saúde,"R. Rui Barbosa, 322 - Centro, Jacareí - SP, 12308-520",https://app.auvo.com.br/informacoes/tarefa/951a3560-2eb5-46bb-9ba8-91a7b73883e6?chave=1PKYlZO8z6GTBmmm-0TrOw,"Realizado manutenção preventiva em todos os equipamentos 
Cross está com o cabo danificado 
Leg 45 está com o cabo danificado 
Bicicleta horizontal speedo R55SG está com o extensor de correia danificado fazendo barulho e sem trava pés 
Esteira Kikos KS5403i está com a membrana do painel danificada 
Teste ok"
17/09/2025,Condomínio Majestic,Condomínio Edifício Majestic,https://app.auvo.com.br/informacoes/tarefa/d6ee11b7-3744-4826-b966-e9678fb7a413?chave=wEr0hHsB7eVzSw68EgLC1Q,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação perform está com o cabo danificado 
Bicicleta moviment perform está sem trava pés 
Teste ok"
17/09/2025,FLORA JACAREI,"Av. G. C Josué Sant'ana, 598 - Itamarati, Jacareí - SP, 12310-054",https://app.auvo.com.br/informacoes/tarefa/e6558dba-1c95-47d9-b074-3fdd60e8a8af?chave=kFMx8YLHkye9QBIMA28UQQ,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação está com o cabo danificado 
Teste ok"
17/09/2025,Home & Club Villa Branca,"Av. das Letras, 1099 - Lot. Villa Branca, Jacareí - SP, 12301-000",https://app.auvo.com.br/informacoes/tarefa/6aeecc21-32b2-4134-bba6-a599a19c1137?chave=q9VI0mztzgnJm1tpNvo70g,"Realizado manutenção preventiva em todos os equipamentos 
1 esteira moviment LX 160 está com a lona danificada 
2 esteiras moviment LX 160 está com o deck danificado 1 esteira está com a correia danificada ( 813J8 )
1 esteira speedo TR8 Pro está com o deck danificado 
Elíptico moviment LX E G4 está com o seletor de carga quebrado 
Teste ok"
18/09/2025,CONDOMINIO RESIDENCIAL JARDINS,"Avenida Rio Grande do Sul, Jardim Primavera, Caraguatatuba - SP, 11660-710, Brasil",https://app.auvo.com.br/informacoes/tarefa/9fb44013-cc34-4e63-8762-111a599a9beb?chave=FOOPkUDT9yRrDUa2eU3jeQ,"1 esteiras moviment LX3.0 botão emergência stop quebrado, necessário troca
foi verificado que a placa sensor capacitivo do braço está falhando responde e não responde fiação ok, conexões ok
A outra esteira não apresentou falha, teste ok"
18/09/2025,RESIDENCIAL AZALEIAS,"R. Álvaro Gonçalves Júnior, 330 - Parque Industrial, São José dos Campos - SP, 12235-553",https://app.auvo.com.br/informacoes/tarefa/f1525cd2-6277-41e5-8d25-2c49f2158487?chave=VIHBavhJ0pu-MOcYCpF4gg,"Manutenção preventiva em todos os equipamentos.

Orçamento

Correia da esteira está começando a ficar laceada"
18/09/2025,MEDITERRÂNEO,"R. José Cobra, 321 - Palmeiras de São José, São José dos Campos - SP, 12237-821",https://app.auvo.com.br/informacoes/tarefa/f6e39bdc-491a-4a4b-90b0-5f39932188b7?chave=FKtZF-UjQVf-owOPJqIltw,"Manutenção preventiva em todos os equipamentos.

Orçamento

Bike vertical está com a roda de inércia danificada"
18/09/2025,RESIDENCIAL VARANDAS DO INDAIA,Varandas do Indaia,https://app.auvo.com.br/informacoes/tarefa/6a4beb6b-f12b-4d2b-b043-c61abd5d3b75?chave=TMPp77k9zZV4B-vvt-Q8DQ,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação speedo está com o cabo danificado 
Teste ok"
18/09/2025,Estação Do Mar,"Av. Guarda Mirim Juarez, 32 - Indaiá, Caraguatatuba - SP, 11665-340",https://app.auvo.com.br/informacoes/tarefa/b22c8c52-b11a-461f-9e24-abe93cd37b89?chave=VzVIybCgspCtzct1R3dE4A,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação Kikos 518EX está com o cabo danificado 
1 esteira Kikos KX5000 pro está com o sensor de batimentos cardíaco lado esquerdo quebrado, necessário troca, foi aplicado cola e fixado.
Teste ok"
18/09/2025,Impulso Fisioterapia,Impulso Fisioterapia,https://app.auvo.com.br/informacoes/tarefa/520f335e-c685-424a-9eef-85851e74d8bd?chave=KhaYor6jpW02BETAzElfrg,"Manutenção preventiva em todos os equipamentos.

Orçamento 

Cabo do Cross danificado"
19/09/2025,SEST TAUBATE/SP - UNIDADE B - N 82,"Estrada Mun. Prof. Dr. José L. Cembranelli, 2230, Itaim, Taubaté - SP, 12081-810, Brasil",https://app.auvo.com.br/informacoes/tarefa/66cb60e1-8883-424d-97a3-b87fe2439bfb?chave=amIcs07d9mpymSY-1cZkPQ,"Orçamento 

Retirado a roda de inercia da bike horizontal EMBREEX 367
E o knob danificado da bike vertical EMBREEX 359E que está aguardando a correia.

Ambas bicicleta EMBREEX 359 e necessitam da troca do selim sendo que 1 é encaixe padrão de bike e o outro"
