Data,Cliente,Endereco,OS Digital,Relato
11/08/2025,JARDIM TERRAS DO VALE ASSOCIACAO DOS ADQUIRENTES DE LOTES DO LOTEAMENTO RESIDENCIA,"Caçapava - SP, 12281-010, Brasil",https://app.auvo.com.br/informacoes/tarefa/696d58bf-c873-4d33-a8f1-ef1a344d98af?chave=Gd4QsJMUeZjECd9-7OZiEQ,"Realizado manutenção preventiva em todos os equipamentos 
Troca de cabo flexora 3.10M
Bicicleta horizontal está sem trava pés 
Bicicleta está sem trava pés 
Troca do cabo leg press 45° 4.00M
Máquina supino está com o cabo danificado.
Teste ok"
11/08/2025,SEST TAUBATE/SP - UNIDADE B - N 82,"Av. Isauro Moreira, 125 - Itaim, Taubaté - SP, 12081-261",https://app.auvo.com.br/informacoes/tarefa/8a8f8e45-2d99-4c50-8ee0-dc346d306da4?chave=XGSDqJIieuxF13odXZxLJw,"Realizado manutenção preventiva em todos os equipamentos 
1 esteira moviment está com a correia danificada.
2 Bicicleta embreex 359 E está com a correia danificada necessário troca, não dá para identificar a numeração 
Fazer orçamento nos estofados das fotos
Realizado ajuste no leg 45
Banco declinado quebrado, tem que fazer uma adaptação na estrutura ( professor falou) ver se tem como.
Bicicleta horizontal embreex 367 está com a trava do banco danificado 
Elíptico não está dando carga.
Rolo da extensora está saindo."
11/08/2025,Condomínio Des Arts,"Av. Itália, 1000 - Jardim das Nações, Taubaté - SP, 12030-212 Condomínio Des Arts",https://app.auvo.com.br/informacoes/tarefa/cb553fbb-93b7-463e-a843-168ad976c3c5?chave=lwzf6ew-POuRVlk03FHNzg,"Realizado manutenção preventiva em todos os equipamentos 
Zelador Paulo acompanhou 
Teste ok"
11/08/2025,Allure,"R. Reginaldo Antônio Sandi, 231 - Esplanada Independência, Taubaté - SP",https://app.auvo.com.br/informacoes/tarefa/fa7492ff-550c-4e2e-8439-728ebd757c55?chave=MNjS18mdGL8MXoI4YLFiaw,"Realizado manutenção preventiva em todos os equipamentos 
2 esteiras estão com a membrana do painel danificada.
Teste ok"
12/08/2025,TANGARA,"Residencial Tangará Av. Livio Veneziani, 319 - Chácaras São José, São José dos Campos - SP, 12227-570",https://app.auvo.com.br/informacoes/tarefa/d224d62c-8ec6-483c-9102-4d5c0a91b7aa?chave=sYoWndKUfRLc5GuYFZi-cA,"Realizado manutenção preventiva em todos os equipamentos 
Estação de musculação está com o cabo danificado 
Bicicleta speedo R35 está com a membrana do Painel danificado 
Sem trava pés.
Estofado do banco danificado 
Teste ok"
12/08/2025,FÊNIX,"R. Dr. Jorge de Oliveira Coutinho, 280 - Parque Res. Aquarius, São José dos Campos - SP, 12246-060",https://app.auvo.com.br/informacoes/tarefa/c5a8c746-12ce-4566-9c24-251e0f5d82c2?chave=T7Hn3w-1vT5xfKBiBTMbog,"Realizado manutenção preventiva em todos os equipamentos 
Troca de cabo da estação de musculação 6.40M 3 ponteiras 
1 Bicicleta fitnex painel danificado 
1 estofado da estação de musculação está danificado 
1 estofado banco está danificado 
Teste ok"
13/08/2025,LENISE STROTTMANN KERN,"Alameda Shiguero Haibara, 142, São José dos Campos - SP, 12244-555, Brasil - Reserva do Paratehy  Urbanova Setor Sul",https://app.auvo.com.br/informacoes/tarefa/0be9a1db-9506-4168-b8d8-2cf7437a5b80?chave=W5HUmbjfR9ZFHHuoZ7qNwQ,"Foi verificada a bicicleta que tem seu funcionamento na fonte 12 volts 1.25 a.

O problema da bicicleta está no seu motor de carga que não está se comunicando com o painel fazendo com que apresente o erro 02 e o motor ao ligar na fonte entre em looping tentando diminuir a carga.

É necessário trocar o motor de carga uma vez que foi realizado os testes de acordo com o fabricante e mesmo assim não funcionou"
13/08/2025,Chácara Serimbura,"Av. Jarbas Vaz de Lima, 226-382 - Condomínio Chácara Serimbura, São José dos Campos - SP, 12244-014",https://app.auvo.com.br/informacoes/tarefa/3fdf7304-38e6-49cb-bedf-40a8e1b18202?chave=KFBx6AVUXQidsa8x2rVuSg,"Manutenção preventiva em todos os equipamentos.

Foi solicitado pela administração para que o vendedor entre em contato com a mesma para verificar possível troca do pack deck pois o modelo não agrada aos moradores do condomínio"
13/08/2025,Impulso Fisioterapia Lorena,"R. Comendador Custódio Viêira - Centro, Lorena - SP, 12600-030",https://app.auvo.com.br/informacoes/tarefa/4fd8ebf5-eeda-4ce9-9fc4-272a20cecf24?chave=1T-ci3u9cfw78p2thqwT7g,"Realizado manutenção preventiva em todos os equipamentos 
Bicicleta horizontal está sem trava pés 
Teste ok"
13/08/2025,JATHAY,"Rua Bárbara Knippelberg Loureiro, Vila Ema, São José dos Campos - SP, 12243-040, Brasil",https://app.auvo.com.br/informacoes/tarefa/f0f920e2-fd77-4bec-923f-3996ec0f4afe?chave=tmtmKeUgmP-VCcwva5FEUg,"Manutenção preventiva em todos os equipamentos.

Retirado o transformador danificado"
13/08/2025,PALAZZO IMPERIALE,"Rua dos Piquirões, Parque Residencial Aquarius, São José dos Campos - SP, 12246-020, Brasil - 1 - 1",https://app.auvo.com.br/informacoes/tarefa/32eb7184-b5c5-422d-b700-796b79c78ca4?chave=L5mpA0kWx4JTKgxDDTiTIQ,Manutenção preventiva em todos os equipamentos
13/08/2025,Spazio Campo Lazio,"Av. Salinas, 2445 - Bosque dos Eucaliptos, São José dos Campos - SP, 12233-593",https://app.auvo.com.br/informacoes/tarefa/3d93757c-9baa-4a43-8cd4-edb2846cb452?chave=gV3Y5gOx35QyFAVMshF09w,"Não houve concerto da peça do remo que foi retirada em atendimento anterior. Será necessário trocar a peça.

Foi retirada a placa da esteira que estava apresentando erro 06"
14/08/2025,CASA MORUMBI,"R. Luiz Fernandes, 79 - Cidade Morumbi, São José dos Campos - SP, 12236-750",https://app.auvo.com.br/informacoes/tarefa/ffb1efd7-23a7-44e3-a0d0-a5a74518d680?chave=-Yn23SurwfflWNJtXU-t3A,"Realizado instalação do motor de inclinação, lona e retirado a placa do painel para instalar em outra esteira 
Motor de inclinação está funcionando normalmente, apenas com mal contato nos encaixes dos terminais na placa.
Teste ok"
14/08/2025,Jacqueline Boesso Torres,"R. Carina Torres Mota, 95 - Condomínio Chácara dos Eucaliptos, São José dos Campos - SP, 12244-672 - Condomínio Jardim do Golfe",https://app.auvo.com.br/informacoes/tarefa/697bfb57-43bd-4671-9cd0-6aebc5578dc6?chave=kpei9omgfAy-Uk8ao8FHtw,"Manutenção preventiva nos quatro equipamentos.

Lona e deck da esteira está em boas condições porém é necessário se atentar a lubrificação"
14/08/2025,Clube de Campo Santa Rita,"Avenida Loth Bagunha Maldos, Jardim do Golfe, São José dos Campos - SP, Brasil",https://app.auvo.com.br/informacoes/tarefa/5ba66965-11c1-42dd-8dd9-f07e30796971?chave=Z9s5Sk6hNmeZqViaOAQryw,"Foi realizado a manutenção preventiva em todos os equipamentos.

Das bike Spinning uma teve seu pedal quebrado dentro do pedivela. Sendo necessário a troca do conjunto.
Como ja havia uma bicicleta parada foi realizado a canibalização para que somente uma bicicleta ficasse parada.

A bike parada necessário de 1 par de pedal, 1 pedivela direito(R), 1 par de firma pé"
14/08/2025,CONDOMINIO EDIFICIO NEW LIFE,"Rua Salim Daher, 263",https://app.auvo.com.br/informacoes/tarefa/b89d389c-a97d-40e9-94b8-21d7cf32d79e?chave=Dl5VyfnFLgqgCSNccM3tPg,"Realizado manutenção preventiva em 3 esteiras, limpeza, lubrificação,ajuste de lona e correia e aperto da estrutura.
Teste ok
Elíptico foi realizado aperto da estrutura, 1 ponto estava solta a porca do braço esquerdo 
E roda de inércia estava com a porca solta, realizado ajuste e teste ok"
15/08/2025,Blessed Condomínio ,"R. Jurema Viêira Medrado, 40 - Parque Res. Aquarius, São José dos Campos - SP, 12246-180",https://app.auvo.com.br/informacoes/tarefa/55e3e9c5-6eed-4102-871e-afe3cfffca9b?chave=-TB76ooa5ODjgKZhlU73MQ,"Realizado a instalação da porca no pedal da bicicleta do canto, teste ok
Está com erro 2
Retirado a roda de inércia de outra bicicleta para manutenção"
15/08/2025,Rita de Cássia Pipitone,Rua um. número 100.,https://app.auvo.com.br/informacoes/tarefa/60d23a5b-2bc3-486e-9a48-eeb0190e5a41?chave=abTr2mvVDgnf-UNhOk-4fA,"Foi realizada a manutenção preventiva, limpeza interna e externa. 

O erro vem da alta voltagem presente nas tomadas. Excedendo o limite da esteira"
15/08/2025,ATHMOSPHERE VILA EMA,"Av. Heitor Villa Lobos, 600 - Vila Ema, São José dos Campos - SP, 12243-260",https://app.auvo.com.br/informacoes/tarefa/43064197-6177-48bb-adae-60009589c04d?chave=SS8RdCTd4sg9MsA-RMKowQ,"Realizado manutenção preventiva em todos os equipamentos 
Ajustado a torre da estação de musculação
Realizado solda no banco
Teste ok"
15/08/2025,CONDOMINIO EDIFICIO RESIDENCIAL GARDEN TOWER,"R BENEDITO OSVALDO LECQUES, 221, JD. CASSIANO RICARDO, SAO JOSE DOS CAMPOS, SP, 12.246-021",https://app.auvo.com.br/informacoes/tarefa/c1c3aa8d-ac30-4215-a897-476c8b622ce9?chave=OPjvf0i5teK6fwezPT7iYg,"Foi realizado a manutenção das duas bikes verticais. 

É necessário a troca do banco que tem conexão comum, como a foto anexadas mostra.
Além disso a caixa central de uma das bicicletas está danificada, fazendo que trave na hora de pedalar"
15/08/2025,Condominio Residencial Sunville Aruja,"Condominio Residencial Sunville Aruja Estr. dos Índios, 2645 - Bairro do Limoeiro, Arujá - SP, 07439-060",https://app.auvo.com.br/informacoes/tarefa/da10c7df-e28d-4af5-bb1e-43860efa8449?chave=dg6zEp--ehXuKOXgzVR0dw,"Realizado manutenção preventiva em todos os equipamentos 
Nenhum cabo rompido, não foi necessário troca
Teste ok"
15/08/2025,RESIDENCIAL CASA DA MATA,"R. Carime Buissa, 205 - Vila Pilar, Arujá - SP, 07401-730",https://app.auvo.com.br/informacoes/tarefa/d36e68ec-31fa-435f-a167-2e8009bc842c?chave=QmR6p9IhU73AWoVHgcqzAA,"Realizado manutenção preventiva em todos os equipamentos 
Teste ok"
18/08/2025,Ponta Negra,"Av. Cassiano Ricardo, 71 - Parque Res. Aquarius, São José dos Campos - SP, 12246-002",https://app.auvo.com.br/informacoes/tarefa/1faba7f2-4af8-4ac5-872e-2a30f0467475?chave=7VA7VlyBapxNQK-2F0sVcA,Manutenção preventiva em todos os equipamentos alugados
18/08/2025,JERIBA,"Estr. do Limoeiro, 595 - Jardim California, Jacareí - SP, 12335-360",https://app.auvo.com.br/informacoes/tarefa/2a5e6b0c-145e-44e9-ad3e-12c388a26e3e?chave=Jhqa7vTGpsDja7PaEGBO0w,"Realizado manutenção preventiva em todos os equipamentos 
Bicicleta está sem trava pés, danificado borracha do guidão 
Banco supino danificado estofado estação de musculação banco, estofado danificado.
Teste ok."
18/08/2025,Green Life Villa Branca,"Av. das Notas, 440 - Vila Branca, Jacareí - SP, 12301-329",https://app.auvo.com.br/informacoes/tarefa/f63f090c-b2c9-4105-b3f0-a5c4d6b611ce?chave=uLVs-TJHe7D8sxudRDeFrg,"Realizado manutenção preventiva em todos os equipamentos 
Teste ok"
18/08/2025,CDF Loja,Casa do Fitness SJC,https://app.auvo.com.br/informacoes/tarefa/38c092e6-9957-4439-9296-8a880d6b34ad?chave=jYw5Rb4vgd1MnfIDRLIGzA,Manutenção preventiva em todos os equipamentos do showroom
18/08/2025,Perola de Villa Branca,"Av. das Letras, 192 - Vila Branca, Jacareí - SP, 12301-330",https://app.auvo.com.br/informacoes/tarefa/886422ee-7f61-4adc-a959-9d79e3c09246?chave=brnwzKAZDzaFsyb8XZZz-A,"Realizado manutenção preventiva em todos os equipamentos 
Teste ok"
18/08/2025,Edificio Villa Bella,"Av. das Letras, 282 - Lot. Villa Branca, Jacareí - SP, 12301-330",https://app.auvo.com.br/informacoes/tarefa/d9986c3d-8073-4455-950f-48d699621ef4?chave=X0a34KRtzS1xubkCj-NUvA,"Realizado manutenção preventiva em todos os equipamentos 
1 bicicleta está sem trava pés 
1 esteira está com a correia danificada 
Teste ok"
18/08/2025,Home & Club Villa Branca,"Av. das Letras, 1099 - Lot. Villa Branca, Jacareí - SP, 12301-000",https://app.auvo.com.br/informacoes/tarefa/fde3a2c2-aac6-4b9d-b45d-dabd7c3ddcb6?chave=MMUyn8LHa4mD0-sEDp80uQ,"Realizado manutenção preventiva em todos os equipamentos 
Troca do cabo do Cross e da remada 9.50 M
1 esteira speedo TR8 pro fazendo barulho quando corre, moradores reclamando, foi realizado, nivelamento, mas continua um barulho na estrutura, lona danificada 
1 esteira moviment está com lona danificada 
Teste ok"
18/08/2025,EDIFICIO DALLAS,"R. Armando D'Oliveira Cobra, 35 - Parque Res. Aquarius, São José dos Campos - SP, 12246-002",https://app.auvo.com.br/informacoes/tarefa/e4aa193e-8b9d-4491-b8b3-8758dd5d6e09?chave=7cymCUthyfKJJuPgHjb3Hg,Manutenção preventiva mensal em todos os equipamentos alugados
18/08/2025,Condomínio Majestic,Condomínio Edifício Majestic,https://app.auvo.com.br/informacoes/tarefa/19a8a518-3b63-4f38-a920-5ccdd223d1e8?chave=1DEBRyu9IGcqG6cbZI9Uog,"Realizado manutenção preventiva em todos os equipamentos.
Cabo da estação de musculação está danificado
Teste ok"
18/08/2025,CONDOMINIO CASA ALTA,"Av. Sen. Joaquim Miguel Martins de Siqueira, 238 - Jardim Pereira do Amparo, Jacareí - SP, 12327-695",https://app.auvo.com.br/informacoes/tarefa/f1d08c4b-b49f-4211-b611-1d76815295f2?chave=fa1uctjSuXet50GS9stRKg,"Realizado manutenção preventiva em todos os equipamentos 
Teste ok"
18/08/2025,CONDOMINIO GEMINI Royal Park,"Rua Jesus Garcia, 111 - Jardim Alvorada, São José dos Campos - SP, 12246-875",https://app.auvo.com.br/informacoes/tarefa/65f2c853-b2c6-419f-be3e-c48834aa3c2b?chave=SNj0jkIXDxh8NsDXvzF72g,"Manutenção preventiva em todos os equipamentos.

Bike horizontal 
Rosca das porcas do eixo estão danificados."
19/08/2025,Condominio Boulevard Park,"Av. Tubarão, 181 - Parque Res. Aquarius, São José dos Campos - SP, 12246-140",https://app.auvo.com.br/informacoes/tarefa/52c10e8a-e83b-4ec8-a250-ee510767cdf3?chave=y1RnxpXeHFIz8Ci7eLWJmQ,Manutenção preventiva em todos os equipamentos alugados
19/08/2025,Residencial IL Terrazzo,"Rua Benedito Alvarenga Carvalho, 90, Parque Residencial Aquarius, São José dos Campos - SP, 12246-120, Brasil",https://app.auvo.com.br/informacoes/tarefa/fa401a4d-03e9-4e76-9e0e-f796278b24c3?chave=Fc2NaBGqOwdwTU86xpOMHw,Manutenção preventiva e todos os equipamentos alugados
19/08/2025,Angelus,"R. dos Piquiroes, 160 - Parque Res. Aquarius, São José dos Campos - SP, 12246-020",https://app.auvo.com.br/informacoes/tarefa/c705a9ad-e2e0-4058-91e5-349035e48759?chave=yV4LmMtFxsfFnw-rY1jhVg,Manutenção preventiva em todos os equipamentos alugados
19/08/2025,CONDOMINIO RESIDENCIAL LORENA,"R. Moisés Tristão dos Santos, 65 - Floradas de São José, São José dos Campos - SP, 12230-087 - Floradas de São José",https://app.auvo.com.br/informacoes/tarefa/9252a93b-008e-4c10-b6d9-c9213fe7b1eb?chave=IJhz2wmvvv8EEQOVOUHCLw,Manutenção preventiva em todos os equipamentos
19/08/2025,MARANATA VILA INDUSTRIAL,"Rua Jamil Cury, 101, Vila Industrial, São José dos Campos - SP, 12220-281, Brasil",https://app.auvo.com.br/informacoes/tarefa/fcbae78c-3b0c-4fe6-b168-3fd623a82205?chave=pI71E2y-t6pODFk3QxHadg,Manutenção preventiva em todos os equipamentos
20/08/2025,CITTA DI ROMA,"R. Roma, 673 - Jardim Augusta, São José dos Campos - SP, 12216-510",https://app.auvo.com.br/informacoes/tarefa/7c6ef15d-ad26-44b9-8706-39cd58c28135?chave=qLONI-mjq-aLra4tEYyF4g,Manutenção preventiva em todos os equipamentos alugados
20/08/2025,Splendor Garden,"R. Emílio Marelo, 100 - Jardim das Industrias, São José dos Campos - SP, 12241-200",https://app.auvo.com.br/informacoes/tarefa/40a70158-522e-4e9b-b597-c3bc713d6ca2?chave=Af-S6in-srm3i272wbF--A,"Manutenção preventiva em todos os equipamentos alugados.

Lona da esteira 0025 está danificada"
20/08/2025,RESIDENCIAL SERRA DO JAMBEIRO,"R. José Cobra, 401 - Parque Industrial, São José dos Campos - SP, 12237-821",https://app.auvo.com.br/informacoes/tarefa/c33ddb14-9ff0-4f22-a43c-38a81bd56d2f?chave=hdjmDXf3kLdP0T9sAjve6Q,Manutenção preventiva em todos os equipamentos
20/08/2025,SPAZIO CAMPO DI SAVOYA,"Rua Icatu, 390 Parque Industrial São José dos Campos-SP 12235-649",https://app.auvo.com.br/informacoes/tarefa/76e42c52-bb02-43c2-97b2-cce4730d0206?chave=4N3-Qsb1xy2Gdklw5GRGnA,"Manutenção preventiva em todos os equipamentos bom


Suporte do gancho da extensora está quebrada"
20/08/2025,RESIDENCIAL AZALEIAS,"R. Álvaro Gonçalves Júnior, 330 - Parque Industrial, São José dos Campos - SP, 12235-553",https://app.auvo.com.br/informacoes/tarefa/0291f78e-72e7-4ef5-aa1c-f6b3a763265f?chave=ke03BHnMKZwzoMTl1LH-og,Manutenção preventiva em todos os equipamentos alugados
20/08/2025,CONDOMINIO EDIFICIO PALMARES,"R. Palmares, 6 - Parque Industrial, São José dos Campos - SP, 12235-620",https://app.auvo.com.br/informacoes/tarefa/dddcd05d-b588-4c30-ab68-f47f67fc91aa?chave=ztoF-kt4k09oc06qHJpz6w,Manutenção preventiva em todos os equipamentos alugados
20/08/2025,Condominio Monte Negro,"R. Palmares, 155 - Parque Industrial, São José dos Campos - SP, 12235-620",https://app.auvo.com.br/informacoes/tarefa/513ac217-9f47-4170-9656-019ae27de454?chave=-LGAnVESM3UC0jNJ8FeLHQ,Manutenção preventiva em todos os equipamentos
20/08/2025,Spazio Campo das Violetas,"R. Iraci Gonçalves Ferreira, 50 - San Marino, São José dos Campos - SP, 12235-181",https://app.auvo.com.br/informacoes/tarefa/bd531c90-687b-4e68-91bd-38e71d57839c?chave=QRhiJTX2bSNxQax9zNBHXg,"Manutenção preventiva em todos os equipamentos, cabo da estação na parte do leg está danificado"
20/08/2025,PORTO PARAHYBA,"R. Jordão Monteiro Ferreira, 23 - Jardim Sao Dimas, São José dos Campos - SP, 12245-089",https://app.auvo.com.br/informacoes/tarefa/96f595c1-1b13-4c61-8d7e-2892a5a8235e?chave=p2qH3xjojgbeKir0S2g4-A,"Entregar de todos os acessórios 

2 colchonetes estão menores, estão emprestados até chegar o colchonetes novos.

Esteira estava com muito excesso de pó e sem lubrificação, equipamento está funcionando corretamente.

Bike feita a manutenção e ajuste do sistema de carga

Bola de pilates foi enchido"
21/08/2025,DAI TORII,"Rua Tottoni, 576 Jardim Rosário São José dos Campos-SP 12236-020",https://app.auvo.com.br/informacoes/tarefa/5954e5ef-61d6-44dd-8721-ba741becc500?chave=pq6WUNsBVCBsOBAoxfWWlQ,"Instalação da placa consertada na esteira ao lado da bike horizontal, chave on/off danificada, mas a esteira está funcionando.

Feita a manutenção mensal

Todos os equipamentos estão funcionando"
21/08/2025,CRYSTAL PARK,"Av. do Cristal, 355 - Parque California, Jacareí - SP, 12311-210",https://app.auvo.com.br/informacoes/tarefa/7f8512c5-e2fe-45d9-bac6-ae49677a2983?chave=fhq0xK81lNPpkYNFC1HJaA,"Cadeira extensora troca do cabo de aço

2 Esteira total Health deck 70cmx137cm deck e lona estão danificado 
Lona 580x3320

Esteira total health que está em manutenção foi instalado a placa para teste

Feito manutenção em todos os equipamentos."
22/08/2025,JARDIM COLEGINHO,"Rod. Nilo Máximo, 1 - Bairro da Colonia, Jacareí - SP, 12310-660",https://app.auvo.com.br/informacoes/tarefa/3c57bb20-4ca9-4fb2-a16a-7a31ac37eaf9?chave=8d3auu4ktsSqw3rg6kDZqg,"Realizado manutenção preventiva em todos os equipamentos 
Troca de cabo do Cross
Troca de cabos adutor/abdutor
Troca de cabo 11 M
Bosco relatou a questão da cadeira adutor/abdutor, um dispositivo para travar a cadeira para sair.
Teste ok"
22/08/2025,Avante Condomínio Clube,"Av. Robson Custódio Machado, 563 - Floresta, São José dos Campos - SP, 12226-392",https://app.auvo.com.br/informacoes/tarefa/f0bc33f0-3508-4ee6-b437-b597865514df?chave=uxF5NqLed3yxAT94Ln3ApQ,"Montagem da bicicleta, das duas esteiras e suporte de barra com anilhas 

Ou espaldar não foi possível instalar pois os dois fungos superiores no lado esquerdo bateram no ferro tendo inviável a instalação"
22/08/2025,DREAM,"Rua Professora Olinda de Almeida Mercadante, 1585 - Vila Romana, Jacareí - SP",https://app.auvo.com.br/informacoes/tarefa/eb48e0ae-8c68-43d9-a60a-8b318c630dcd?chave=tYa7zX57nN9mjKMTNGuGKw,"Realizado manutenção preventiva em todos os equipamentos 
Teste ok"
22/08/2025,Condomínio Vista Bela ,"R. Pedro Gonçalves, 250 - Jardim Paraiso, Jacareí - SP, 12316-220",https://app.auvo.com.br/informacoes/tarefa/cf679084-8e83-472e-93c5-7d454ec59266?chave=qTH4Ba1EMDTogEyG3qGpKg,"Realizado manutenção preventiva em todos os equipamentos 
Teste ok 
Ninguém acompanhou"
